날짜,종가,전일비,시가,고가,저가,거래량
2020.05.28,50400,상승  500,51100,51200,49900,31309318
2020.05.27,49900,상승  650,48950,50000,48800,19548479
2020.05.26,49250,상승  400,48700,49450,48600,15127490
2020.05.25,48850,상승  100,48750,48900,48450,14337913
2020.05.22,48750,"하락  1,200",49600,49800,48600,19706284
2020.05.21,49950,하락  50,50300,50400,49850,14949266
2020.05.20,50000,하락  300,50000,50200,49800,14896899
2020.05.19,50300,"상승  1,500",50100,50500,49700,25168295
2020.05.18,48800,상승  950,47950,49100,47600,20481981
2020.05.15,47850,하락  150,48400,48450,47700,18463118
2020.05.14,48000,하락  550,47750,48100,47650,19305974
2020.05.13,48550,상승  650,47250,48550,47200,20223277
2020.05.12,47900,하락  500,48400,48500,47550,23433590
2020.05.11,48400,하락  400,48900,49250,48300,16357743
2020.05.08,48800,보합0,49100,49350,48800,15319700
2020.05.07,48800,하락  400,49200,49300,48700,13884411
2020.05.06,49200,상승  700,49000,49200,48500,18070225
2020.05.04,48500,"하락  1,500",48900,49100,48500,26083749
2020.04.29,50000,하락  100,49900,50500,49600,15604533
2020.04.28,50100,상승  250,49850,50100,49300,16095399
2020.04.27,49850,상승  500,49350,50000,49100,14049471
2020.04.24,49350,하락  500,49650,49750,49000,15618347
2020.04.23,49850,보합0,50200,50300,49500,18754442
2020.04.22,49850,상승  600,48700,50000,48350,18613864
2020.04.21,49250,하락  850,49400,49700,48700,27407543
2020.04.20,50100,"하락  1,300",51400,51400,50000,21866354
2020.04.17,51400,"상승  2,400",50800,52000,50300,32041675
2020.04.16,49000,보합0,49350,49350,48550,23349760
2020.04.14,49000,상승  700,48800,49200,48300,14206216
2020.04.13,48300,하락  950,48650,48900,48300,14431800
2020.04.10,49250,상승  150,48950,49250,48650,17839111
2020.04.09,49100,상승  500,49750,49800,48700,22628058
2020.04.08,48600,"하락  1,000",49600,49750,48600,25010314
2020.04.07,49600,상승  900,49650,50200,49000,31524034
2020.04.06,48700,"상승  1,700",47500,48800,47250,23395726
2020.04.03,47000,상승  200,47400,47600,46550,22784682
2020.04.02,46800,"상승  1,000",46200,46850,45350,21621076
2020.04.01,45800,"하락  1,950",47450,47900,45800,27259532
2020.03.31,47750,하락  100,48000,48500,47150,30654261
2020.03.30,47850,하락  450,47050,48350,46550,26797395
2020.03.27,48300,상승  500,49600,49700,46850,39896178
2020.03.26,47800,하락  850,49000,49300,47700,42185129
2020.03.25,48650,"상승  1,700",48950,49600,47150,52735922
2020.03.24,46950,"상승  4,450",43850,46950,43050,49801908
2020.03.23,42500,"하락  2,900",42600,43550,42400,41701626
2020.03.20,45400,"상승  2,450",44150,45500,43550,49730008
2020.03.19,42950,"하락  2,650",46400,46650,42300,56925513
2020.03.18,45600,"하락  1,700",47750,48350,45600,40152623
2020.03.17,47300,"하락  1,600",46900,49650,46700,51218151
2020.03.16,48900,"하락  1,050",50100,50900,48800,33339821
2020.03.13,49950,하락  850,47450,51600,46850,59462933
2020.03.12,50800,"하락  1,300",51000,51900,49300,48149999
2020.03.11,52100,"하락  2,500",54300,54400,52000,45707281
2020.03.10,54600,상승  400,53800,54900,53700,32106554
2020.03.09,54200,"하락  2,300",54700,55000,53600,30261485
2020.03.06,56500,"하락  1,300",56500,57200,56200,18716656
2020.03.05,57800,상승  400,57600,58000,56700,21698990
2020.03.04,57400,"상승  2,000",54800,57600,54600,24765728
2020.03.03,55400,상승  400,56700,56900,55100,30330295
2020.03.02,55000,상승  800,54300,55500,53600,30403412
2020.02.28,54200,"하락  1,700",55000,55500,54200,30054227
2020.02.27,55900,하락  600,56300,56900,55500,23209541
2020.02.26,56500,"하락  1,400",56000,57000,56000,25483102
2020.02.25,57900,"상승  1,100",56200,58000,56200,23885408
2020.02.24,56800,"하락  2,400",57400,58100,56800,25627537
2020.02.21,59200,하락  800,58800,59800,58500,13777393
2020.02.20,60000,하락  200,60700,61300,59600,14591924
2020.02.19,60200,상승  400,59800,60400,59400,12951496
2020.02.18,59800,"하락  1,700",60800,60900,59700,16674266
2020.02.17,61500,하락  300,61600,62000,61200,8740596
2020.02.14,61800,"상승  1,100",60900,61900,60200,13276067
2020.02.13,60700,상승  200,61200,61600,60500,18449775
2020.02.12,60500,상승  600,60300,60700,59700,12904207
2020.02.11,59900,상승  200,59800,60700,59700,11071231
2020.02.10,59700,하락  700,59200,59800,59100,13107121
2020.02.07,60400,하락  700,61100,61200,59700,16402493
2020.02.06,61100,"상승  1,600",60100,61100,59700,14727159
2020.02.05,59500,상승  600,60000,60200,58900,19278165
2020.02.04,58900,"상승  1,700",57100,59000,56800,21800192
2020.02.03,57200,상승  800,55500,57400,55200,23995260
2020.01.31,56400,하락  800,57800,58400,56400,19749457
2020.01.30,57200,"하락  1,900",58800,58800,56800,20821939
2020.01.29,59100,상승  300,59100,59700,58800,16446102
2020.01.28,58800,"하락  2,000",59400,59400,58300,23664541
2020.01.23,60800,"하락  1,500",61800,61800,60700,14916555
2020.01.22,62300,상승  900,60500,62600,60400,15339565
2020.01.21,61400,"하락  1,000",62000,62400,61200,11142693
2020.01.20,62400,"상승  1,100",62000,62800,61700,12528855
2020.01.17,61300,상승  600,61900,62000,61000,16025661
2020.01.16,60700,"상승  1,700",59100,60700,59000,14381774
2020.01.15,59000,"하락  1,000",59500,59600,58900,14300928
2020.01.14,60000,보합0,60400,61000,59900,16906295
2020.01.13,60000,상승  500,59600,60000,59100,11359139
2020.01.10,59500,상승  900,58800,59700,58300,16000170
2020.01.09,58600,"상승  1,800",58400,58600,57400,24102579
2020.01.08,56800,"상승  1,000",56200,57400,55900,23501171
2020.01.07,55800,상승  300,55700,56400,55600,10009778
2020.01.06,55500,보합0,54900,55600,54600,10278951
2020.01.03,55500,상승  300,56000,56600,54900,15422255
2020.01.02,55200,하락  600,55500,56000,55000,12993228
2019.12.30,55800,하락  700,56200,56600,55700,8356767
2019.12.27,56500,"상승  1,100",55700,56900,55500,12313056
2019.12.26,55400,상승  400,54700,55400,54400,9645034
2019.12.24,55000,하락  500,55600,55700,54800,11868463
2019.12.23,55500,하락  500,56100,56400,55100,9839252
2019.12.20,56000,보합0,56100,56500,55600,12095519
2019.12.19,56000,하락  300,57000,57300,55500,14180520
